CODE,TYPE,INDEX_CODE,DESCRIPTION,HR,lCI,uCI
K550,1,1708,Acute vascular disorders of intestine,0.891325880809801,0.788273623958672,1.00785032208945
G406,1,1080,"Grand mal seizures, unspecified (with or without petit mal)",0.889334802729765,0.778045977949019,1.01654197022045
F432,1,1007,Adjustment disorders,0.885729639611663,0.759346158513117,1.03314803886383
S462,1,1199,Injury of muscle and tendon of other parts of biceps,0.885602476843166,0.788102804530226,0.995164263446889
C183,1,1878,Malignant neoplasm of hepatic flexure,0.884930615337637,0.754334700489254,1.03813624569297
S2244,1,1505,Multiple rib fractures involving four or more ribs,0.882881072138201,0.77174771409401,1.01001787670335
R509,1,1027,"Fever, unspecified",0.880540302818392,0.748242845610508,1.03622938653677
C503,1,1724,Malignant neoplasm of lower-inner quadrant of breast,0.880382456092337,0.750938027947474,1.03214012361802
H110,1,1211,Pterygium,0.878774887768357,0.775432059827695,0.99589034730378
D071,1,1490,Carcinoma in situ of vulva,0.877249333686671,0.775798337270895,0.991967057007226
I802,1,771,Phlebitis and thrombophlebitis of other deep vessels of lower extremities,0.876246147008155,0.769988510751394,0.99716722967382
T838,1,881,"Other complications of genitourinary prosthetic devices, implants and grafts",0.876198314433331,0.7595761444143,1.01072616861578
C56,1,1572,Malignant neoplasm of ovary,0.875447279672117,0.763984852893014,1.00317164219044
S0081,1,866,"Superficial injury of other parts of head, abrasion",0.874789380790333,0.77545953882547,0.98684253971859
S6312,1,946,"Dislocation of interphalangeal (joint), hand",0.874098905840606,0.766340396291466,0.997009815597858
K562,1,1587,Volvulus,0.873559806584547,0.780153543277963,0.978149419758698
Z031,1,1980,Observation for suspected malignant neoplasm,0.873220555556751,0.737491182588907,1.03392983760171
A047,1,885,Enterocolitis due to Clostridium difficile,0.872814498202557,0.766102195219697,0.994391026453223
K528,1,1882,Other specified noninfective gastroenteritis and colitis,0.871630168717947,0.756600404424357,1.00414848654133
R943,1,1042,Abnormal results of cardiovascular function studies,0.871261997102956,0.755420569270969,1.00486735267006
B182,1,1297,Chronic viral hepatitis C,0.870384507608752,0.729503049541705,1.03847295986118
M753,1,1352,Calcific tendinitis of shoulder,0.868559041081587,0.762201932190228,0.98975714437875
O343,1,1615,Maternal care for cervical incompetence,0.86767146802825,0.727286304479728,1.03515461764244
J984,1,1215,Other disorders of lung,0.86715249336604,0.742190558008015,1.01315415379189
D173,1,2016,Benign lipomatous neoplasm of skin and subcutaneous tissue of other and unspecified sites,0.864908704436969,0.755825068549575,0.989735718142261
S7310,1,783,"Sprain and strain of hip, unspecified sites",0.8645624681675,0.738862754971016,1.01164696194925
Z038,1,931,Observation for other suspected diseases and conditions,0.861381270025965,0.751540934065604,0.987275155243608
M4316,1,1213,"Spondylolisthesis, lumbar region",0.860988279013144,0.760626968805325,0.974591813070126
K635,1,730,Polyp of colon,0.85920581696081,0.745454430432625,0.990314908277972
S561,1,1884,Injury of long flexor muscle and tendon of other finger(s) at forearm level,0.856934493901738,0.746939789175139,0.98312707058968
T841,1,1454,Mechanical complication of internal fixation device of bones of limb,0.854239500187302,0.753865304653778,0.967978124441457
K913,1,949,Postoperative intestinal obstruction,0.853772006660132,0.742614521490188,0.981567984819026
H333,1,1625,Retinal breaks without detachment,0.851402161108859,0.738004738354682,0.98222355801794
C821,1,1985,"Mixed small cleaved and large cell, follicular non-Hodgkin's lymphoma",0.849916054136733,0.711607533574344,1.01510631211423
K900,1,1746,Coeliac disease,0.849499257824383,0.755951076186827,0.95462393239034
M181,1,1498,Other primary arthrosis of first carpometacarpal joint,0.849174807551395,0.746441067053107,0.966047938153764
M6743,1,1453,"Ganglion, forearm",0.847611221044734,0.743692436590388,0.966050946187922
S6263,1,738,Fracture of distal phalanx,0.846472720201666,0.750286458161398,0.95499000182071
S499,1,887,Unspecified injury of shoulder and upper arm,0.846417109998827,0.747603516771664,0.958291270742617
S5188,1,1220,Open wound of other parts of forearm,0.845661880128516,0.757708821650142,0.943824322838227
K279,1,1628,"Peptic ulcer, unspecified as acute or chronic, without haemorrhage or perforation",0.845084681475071,0.726116800144607,0.98354440872542
H669,1,1389,"Otitis media, unspecified",0.84462195406321,0.733246956666031,0.972914021394947
C541,1,703,Malignant neoplasm of endometrium,0.844241701402762,0.749010370983061,0.951581016764786
O2441,1,1397,"Diabetes mellitus arising in pregnancy, non-insulin-requiring",0.843170774106085,0.748209698978607,0.950184093145499
F411,1,2165,Generalized anxiety disorder,0.842185455086613,0.730587186377457,0.97083052370015
K564,1,1782,Other impaction of intestine,0.840790145157757,0.723233176551679,0.977455253871208
C437,1,1390,"Malignant melanoma of lower limb, including hip",0.84051916024004,0.748313824293832,0.944085804371321
H598,1,1268,Other postprocedural disorders of eye and adnexa,0.839778793416723,0.729427474966239,0.966824593363567
O230,1,861,Infections of kidney in pregnancy,0.837131242312348,0.737347443909001,0.950418588474692
K740,1,1608,Hepatic fibrosis,0.836551294411828,0.699992953063187,0.999750161940465
F309,1,1992,"Manic episode, unspecified",0.835105406503745,0.734894546528499,0.948981106563076
N480,1,1654,Leukoplakia of penis,0.834881984737794,0.732959455434749,0.950977469860569
S6084,1,2012,Superficial foreign body (splinter) of wrist and hand,0.8346096803434,0.702586137659676,0.991441876213509
M7966,1,876,"Pain in limb, lower leg",0.833645535168174,0.697731204906937,0.996035254577048
K292,1,1142,Alcoholic gastritis,0.833453363648594,0.713256956497734,0.973904990409107
S8211,1,1311,Fracture of upper end of tibia with fracture of fibula (any part),0.832314593300065,0.735808531445884,0.941478051170438
F4534,1,1540,"Somatoform autonomic dysfunction, respiratory system",0.831555582793408,0.716559556349621,0.965006580607932
G454,1,921,Transient global amnesia,0.831440899297822,0.729079296543224,0.948173912361517
L038,1,1744,Cellulitis of other sites,0.831315386854593,0.71450638483208,0.967220569461555
K228,1,1824,Other specified diseases of oesophagus,0.831190095647821,0.705787529605299,0.978873876518328
H729,1,1601,"Perforation of tympanic membrane, unspecified",0.830560674386231,0.7323863527407,0.941894986512869
A279,1,1166,"Leptospirosis, unspecified",0.829550259835822,0.730151528600812,0.942480576480319
N028,1,2080,"Recurrent and persistent haematuria, other",0.828237565899024,0.717269666818522,0.956373170789475
L989,1,1525,"Disorder of skin and subcutaneous tissue, unspecified",0.827969808367831,0.708593761306976,0.967457012751877
S7200,1,1673,"Fracture of neck of femur, unspecified",0.82665922253643,0.688296654992961,0.992835669398283
K5720,1,1383,"Diverticulosis of large intestine with perforation and abscess, without mention of haemorrhage",0.821914251338978,0.722509481008695,0.934995393570458
D481,1,1154,Neoplasm of uncertain or unknown behaviour of connective and other soft tissue,0.821838478070584,0.717478440876864,0.941378089649514
S4210,1,2159,"Fracture of scapula, unspecified part",0.819967576887619,0.695270753336482,0.967028778242835
N736,1,1783,Female pelvic peritoneal adhesions,0.817940265274968,0.707652930019401,0.945415823459874
J449,1,800,"Chronic obstructive pulmonary disease, unspecified",0.812375962063677,0.692843390946078,0.952530849486371
S661,1,893,Injury of flexor muscle and tendon of other finger at wrist and hand level,0.810634099640558,0.710717131588047,0.924598007130844
Z1383,1,1793,Special screening examination for digestive tract disorder,0.809516927324674,0.676719593029238,0.968373994746844
O4212,1,1203,"Premature rupture of membranes, onset of labour more than 7 days later",0.809250154832457,0.713621395086602,0.917693636437121
T888,1,1660,"Other specified complications of surgical and medical care, not elsewhere classified",0.808377140361556,0.703593612593963,0.92876568144208
F259,1,808,"Schizoaffective disorder, unspecified",0.808174706513251,0.707761052771148,0.922834555095208
T71,1,1651,Asphyxiation,0.807052692558239,0.695397392401962,0.936635736173441
K859,1,1362,"Acute pancreatitis, unspecified",0.806764790229843,0.713790096433692,0.911849898179506
S642,1,2024,Injury of radial nerve at wrist and hand level,0.805677323641676,0.696423767662994,0.932070357117
S0141,1,1481,Open wound of cheek,0.804499045052507,0.692085317149279,0.93517186025028
K862,1,2061,Cyst of pancreas,0.803167468625018,0.695784842194599,0.927122787876288
K350,1,1095,Acute appendicitis with generalized peritonitis,0.80281182545384,0.705929274864601,0.912990649399184
S8081,1,1544,Abrasion of lower leg,0.801161998517981,0.681013925621448,0.942507228884647
M1094,1,1803,"Gout, unspecified, hand",0.801075516725949,0.688635889808819,0.93187414858076
S510,1,1200,Open wound of elbow,0.799051666748797,0.694153515011878,0.919801675459505
S121,1,920,Fracture of second cervical vertebra,0.798778936367137,0.678550104034451,0.940310502334578
K512,1,2015,Ulcerative (chronic) proctitis,0.798725608722716,0.689356642473444,0.925446363641951
C184,1,924,Malignant neoplasm of transverse colon,0.797963488215417,0.690326741353683,0.922383112779755
C250,1,1734,Malignant neoplasm of head of pancreas,0.797364519620831,0.686129644052702,0.926632718264136
S961,1,1763,Injury of muscle and tendon of long extensor muscle of toe at ankle and foot level,0.796036369135639,0.683918187956782,0.926534653040541
R945,1,1606,Abnormal results of liver function studies,0.795279809438616,0.701738797794582,0.90128973528105
K810,1,706,Acute cholecystitis,0.794926791050621,0.69908558744724,0.903907353372134
K5792,1,1036,"Diverticulitis of intestine, part unspecified, without perforation, abscess or mention of haemorrhage",0.794814908952818,0.690492959342876,0.914898162169355
T404,1,1718,Other synthetic narcotics,0.794398591176053,0.682558964321471,0.924563524397985
S052,1,2071,Ocular laceration and rupture with prolapse or loss of intraocular tissue,0.792272353142222,0.699787791692268,0.896979754441821
M1902,1,1931,"Primary arthrosis of other joints, upper arm",0.791065507686303,0.662004386367348,0.945287750863541
T435,1,968,Other and unspecified antipsychotics and neuroleptics,0.787834593940537,0.697149761271405,0.89031565653483
K056,1,1576,"Periodontal disease, unspecified",0.786980548293084,0.678596120293635,0.912675986304916
S299,1,1120,Unspecified injury of thorax,0.786337144804246,0.670439892220296,0.922269263022496
J321,1,1294,Chronic frontal sinusitis,0.786085569607816,0.678291122338065,0.911010777519306
K501,1,1293,Crohn's disease of large intestine,0.784868426275949,0.666989920272426,0.923579844075121
E041,1,1821,Nontoxic single thyroid nodule,0.784608769029276,0.668379507068909,0.921049963272089
L814,1,1043,Other melanin hyperpigmentation,0.783072674298127,0.672137498807969,0.912317515865328
K8021,1,1530,"Calculus of gallbladder without cholecystitis, with obstruction",0.781116990281173,0.689912895699902,0.884377950185929
K566,1,1247,Other and unspecified intestinal obstruction,0.780936214797491,0.656057300707126,0.929585526942387
N858,1,1459,Other specified noninflammatory disorders of uterus,0.780882946242141,0.672610782392057,0.906584003252527
A085,1,2120,Other specified intestinal infections,0.779379121197091,0.6833173349758,0.888945418865252
L509,1,1256,"Urticaria, unspecified",0.778909403279854,0.685033069090387,0.885650468412244
R221,1,1015,"Localized swelling, mass and lump, neck",0.778632435987013,0.670239289389131,0.904555253577623
K851,1,1374,Biliary acute pancreatitis,0.778379905297988,0.698550297624282,0.867332358217071
N941,1,1787,Dyspareunia,0.776553289737566,0.677016191527925,0.890724652303037
K299,1,2124,"Gastroduodenitis, unspecified",0.773591610242449,0.686686215439357,0.87149554772205
F331,1,1632,"Recurrent depressive disorder, current episode moderate",0.772817407752917,0.673042150251297,0.887383866676019
D124,1,1249,Benign neoplasm of descending colon,0.770912150666265,0.661887403448148,0.897895232555885
S324,1,1961,Fracture of acetabulum,0.769058393948456,0.665510344552917,0.888717685823365
L9050,1,1289,"Scar conditions and fibrosis of skin, unspecified cause",0.766818260233156,0.668545220432174,0.879536980081753
S5310,1,2051,"Dislocation of elbow, unspecified",0.76397134133815,0.658702389730554,0.886063599412108
R410,1,1061,"Disorientation, unspecified",0.763765796888578,0.655982970459861,0.889258134381003
R508,1,1951,Other specified fever,0.763656692842117,0.656278433737102,0.888603852486446
S4203,1,1723,Fracture of acromial end of clavicle,0.763258378333244,0.664566596949104,0.876606430070858
C349,1,2107,"Malignant neoplasm of bronchus or lung, unspecified",0.760990569269414,0.666721440407651,0.86858860600449
N751,1,1123,Abscess of Bartholin's gland,0.758374525655879,0.642341753881502,0.895367485747905
H809,1,1179,"Otosclerosis, unspecified",0.758332474830097,0.651713197369784,0.882394502217891
K264,1,1776,"Duodenal ulcer, chronic or unspecified with haemorrhage",0.758272440801536,0.670655050599791,0.857336560672876
N764,1,1340,Abscess of vulva,0.757970278661954,0.683474315681111,0.840586003238978
O320,1,1441,Maternal care for unstable lie,0.754827513424704,0.659236634944211,0.86427929641856
M2566,1,1997,"Stiffness of joint, not elsewhere classified, lower leg",0.754205654840767,0.658678753247402,0.863586637627792
N808,1,1129,Other endometriosis,0.753941827549582,0.656472305093623,0.86588310720547
B181,1,1257,Chronic viral hepatitis B without delta-agent,0.750151996603581,0.631332317271441,0.89133409238481
M7967,1,2020,"Pain in limb, ankle and foot",0.749757100332529,0.639636430023646,0.878836293733709
M205,1,1500,Other deformities of toe(s) (acquired),0.749733871403108,0.644152655245949,0.872620602199445
K660,1,888,Peritoneal adhesions,0.749502001805577,0.633369971133401,0.886927508901824
M1126,1,677,"Other chondrocalcinosis, lower leg",0.749431860638507,0.629391974569867,0.892366182654188
C773,1,1354,Secondary and unspecified malignant neoplasm of axillary and upper limb lymph nodes,0.748866122921095,0.642944182716971,0.872238189774152
N179,1,886,"Acute renal failure, unspecified",0.748587499456609,0.626427169358135,0.894570465257584
S7203,1,1050,Fracture of subcapital section of femur,0.7438677623058,0.639639241985623,0.865080206899307
S619,1,1032,"Open wound of wrist and hand part, part unspecified",0.741572045449331,0.635947708494872,0.864739492329406
K852,1,1820,Alcohol-induced acute pancreatitis,0.739612494174182,0.643020297313398,0.850714423516776
D860,1,1135,Sarcoidosis of lung,0.738107492306151,0.650231472728409,0.837859582392177
D70,1,1308,Agranulocytosis,0.736170920894564,0.634546265635132,0.854071096342049
K419,1,2052,"Unilateral or unspecified femoral hernia, without obstruction or gangrene",0.7346560860455,0.629456707520472,0.857437149076911
N12,1,721,"Tubulo-interstitial nephritis, not specified as acute or chronic",0.734623933205637,0.646035718927095,0.835359884024343
H71,1,780,Cholesteatoma of middle ear,0.734359210456948,0.633694588515617,0.851014762878415
